perlbench
2287124155	3850826141	0.593931	1.543434 	1.136219 	7.158851 	8.163829 	3.580298 	318.521912 	1.114258 	1.098666 	7.127736 	0.931203 	0.000000 
2309349708	7760828085	0.590626	2.254977 	0.474502 	7.663217 	8.290512 	4.454805 	295.595673 	1.336071 	1.446104 	11.575284 	1.152715 	0.000000 
2369166378	11643488278	0.610192	2.697177 	0.090832 	8.046239 	8.476831 	5.581599 	299.515594 	1.508304 	1.781788 	14.351018 	1.158996 	0.000000 
2370072808	15556388247	0.605707	2.707241 	0.097039 	8.138611 	8.608752 	5.635796 	298.448700 	1.509762 	1.743414 	14.236685 	1.185995 	0.000000 
2033262354	18832290417	0.620672	2.356555 	0.122722 	6.722903 	7.041844 	4.790273 	256.903351 	1.295158 	1.524214 	11.883502 	1.022542 	813.000000 
2371219104	22668869023	0.618056	2.771522 	0.094848 	7.997013 	8.376835 	5.457888 	319.607727 	1.503905 	1.779114 	14.923592 	1.208972 	0.000000 
2370379562	26601359388	0.602768	2.682763 	0.110095 	8.102254 	8.412447 	5.345981 	322.093689 	1.505061 	1.755625 	14.559987 	1.187939 	0.000000 
2370230247	30499800924	0.607994	2.718140 	0.105973 	8.161867 	8.553090 	5.203183 	316.570007 	1.478673 	1.740477 	14.828749 	1.199198 	0.000000 
2369521878	34303305338	0.622984	2.863758 	0.122495 	7.929812 	8.115457 	5.246139 	309.809052 	1.485300 	1.743417 	15.415081 	1.289549 	0.000000 
2314393235	38107760620	0.608338	2.688459 	0.115734 	7.907499 	8.229977 	5.636817 	307.097656 	1.501334 	1.701086 	14.548512 	1.206233 	0.000000 
2371647306	42022088037	0.605889	2.760572 	0.105469 	7.948619 	8.323756 	5.553705 	299.975372 	1.498006 	1.741272 	14.636844 	1.203494 	0.000000 
2371186239	45947078278	0.604125	2.654123 	0.104338 	8.083942 	8.713650 	5.731117 	304.677002 	1.495128 	1.724715 	14.278826 	1.169908 	0.000000 
2370031177	49807974593	0.613855	2.830104 	0.150571 	7.945434 	8.438517 	5.328282 	297.400940 	1.449628 	1.714492 	14.892337 	1.240860 	0.000000 
2370738051	53783838070	0.596283	2.657580 	0.178812 	8.342608 	8.604579 	4.962789 	303.307159 	1.468658 	1.651916 	13.962603 	1.241017 	0.000000 
2367611582	57582554579	0.623266	2.754861 	0.113776 	8.080854 	8.315187 	5.538092 	301.495300 	1.510520 	1.767059 	14.583523 	1.222728 	0.000000 
2369425963	61444836640	0.613478	2.703009 	0.107166 	8.160815 	8.224198 	5.408215 	302.152802 	1.484473 	1.739196 	14.722384 	1.218153 	0.000000 
2368977952	65260871676	0.620796	2.863909 	0.100423 	7.952431 	7.930725 	5.262263 	299.644958 	1.458263 	1.753762 	15.277433 	1.267258 	0.000000 
2370714555	69192392619	0.603002	2.718954 	0.107768 	8.176566 	8.123708 	5.167720 	319.374359 	1.439876 	1.678234 	14.136482 	1.199060 	0.000000 
2370754949	73080371955	0.609765	2.716919 	0.116732 	8.140111 	7.991630 	5.586379 	310.863617 	1.482747 	1.743538 	14.768150 	1.210852 	0.000000 
2370659442	76995602190	0.605497	2.681051 	0.162150 	8.104845 	7.988030 	5.498253 	311.923340 	1.482606 	1.732494 	14.238624 	1.199466 	1.000000 
2371185026	80900167525	0.607285	2.786972 	0.144426 	8.125965 	7.994312 	5.126225 	311.099670 	1.468012 	1.711526 	14.660048 	1.233798 	0.000000 
2369671742	84787472457	0.609592	2.743206 	0.111979 	8.056923 	7.877114 	5.576175 	319.215637 	1.522001 	1.784847 	14.502601 	1.175925 	0.000000 
2371017890	88688958703	0.607722	2.660834 	0.111256 	8.168016 	8.187508 	5.548235 	304.738281 	1.520173 	1.758362 	14.266181 	1.206514 	0.000000 
2368247986	92723156214	0.587043	2.519738 	0.115781 	8.381173 	8.411467 	5.721154 	318.907227 	1.529615 	1.664038 	13.473305 	1.127783 	0.000000 
2290567455	96394404714	0.623921	2.677054 	0.273236 	7.625235 	7.695091 	4.943637 	292.002136 	1.447481 	1.684904 	14.259998 	1.371750 	0.000000 
2382184948	100271466553	0.614430	2.774261 	0.118741 	8.198429 	8.352533 	5.135983 	304.691772 	1.455481 	1.743476 	15.212323 	1.284460 	0.000000 
2370735068	104108478389	0.617860	2.766042 	0.112016 	8.071721 	8.359522 	5.417616 	308.404907 	1.509413 	1.756640 	14.806962 	1.235756 	0.000000 
2371096099	108024252771	0.605524	2.815030 	0.111031 	7.950891 	8.293067 	5.289728 	306.543762 	1.464360 	1.729629 	15.133564 	1.263672 	0.000000 
2369585228	111879460203	0.614645	2.793840 	0.117946 	7.907808 	8.404509 	5.571512 	319.032684 	1.530318 	1.772631 	14.863634 	1.227244 	0.000000 
2163440308	115384587375	0.617222	2.617764 	0.325758 	7.261116 	7.671943 	4.781519 	279.688507 	1.379881 	1.617070 	13.812086 	1.408474 	272.000000 
