colocating with libquantum
nlp-ner
2114597678	3237584809	0.653140	1.713768 	5.526638 	1.708008 	7.034048 	7.100267 	4.525293 	1.671495 	0.797234 	9.367367 	2.256772 	5.152822 	31.259640 	659.000000 
2265582837	6743996012	0.646126	1.179702 	3.372987 	1.385291 	6.978646 	7.130660 	0.000000 	1.394972 	0.587758 	7.261754 	1.675903 	2.006495 	12.217850 	544.000000 
2257818744	9940648010	0.706307	1.010656 	2.956103 	1.206582 	6.646205 	6.674443 	0.000000 	1.329231 	0.451678 	6.741998 	1.390263 	1.926476 	8.376260 	25.000000 
2282987377	12517593650	0.885928	0.886522 	3.048322 	1.032012 	5.651968 	5.423387 	0.000000 	1.090763 	0.420996 	5.853516 	1.514885 	1.632096 	9.012140 	0.000000 
2207872468	15365735213	0.775198	0.887111 	2.834994 	1.061831 	5.750318 	5.800234 	0.000000 	1.135688 	0.412124 	5.910226 	1.546909 	1.622154 	8.242230 	77.000000 
2286655998	18225216251	0.799675	0.922794 	2.927253 	1.068511 	5.558749 	5.725108 	0.000000 	1.090042 	0.438285 	5.758127 	1.457296 	1.679155 	8.416370 	4.000000 
2298911299	21089096299	0.802726	0.914789 	2.935585 	1.055387 	5.479589 	5.743203 	0.000000 	1.115554 	0.419336 	6.029315 	1.495390 	1.782451 	9.260880 	0.000000 
2279492103	23794046724	0.842711	0.900670 	3.013957 	1.059285 	5.686498 	5.642105 	0.000000 	1.161043 	0.423976 	6.042761 	1.542341 	1.698341 	9.327940 	29.000000 
2145326685	26454876411	0.806262	0.861454 	2.783270 	0.977722 	5.147911 	5.258244 	0.000000 	1.040259 	0.403661 	5.723151 	1.484232 	1.594365 	7.168500 	391.000000 
2280034105	29217927747	0.825187	0.876154 	2.970780 	1.037987 	5.389405 	5.490608 	0.000000 	1.071130 	0.433672 	5.885859 	1.551479 	1.693115 	7.672340 	5.000000 
2281454515	32076039547	0.798238	0.889843 	2.940565 	1.038759 	5.688160 	5.733913 	0.000000 	1.154867 	0.404871 	6.062225 	1.459176 	1.571959 	8.430220 	36.000000 
2280753798	34769862144	0.846661	0.903562 	3.025073 	1.060727 	5.636687 	5.723918 	0.000000 	1.135923 	0.454417 	6.090417 	1.456220 	1.657270 	8.287730 	0.000000 
2301599978	37813853253	0.756113	0.947353 	2.864868 	1.099196 	5.487770 	5.809553 	0.000000 	1.066923 	0.428575 	5.736514 	1.536433 	1.696350 	8.524840 	4.000000 
2298511037	40623273285	0.818144	0.904954 	3.026561 	1.046170 	5.441675 	5.680171 	0.000000 	1.130982 	0.407711 	6.072090 	1.497902 	1.523771 	8.380090 	0.000000 
2233806116	43596682632	0.751261	0.910325 	2.953513 	1.047454 	5.625319 	5.612129 	0.000000 	1.114852 	0.428904 	5.814613 	1.578780 	1.707142 	8.052910 	107.000000 
2187460959	46238926521	0.827880	0.899239 	2.950020 	1.054589 	5.372723 	5.429107 	0.000000 	1.087678 	0.442546 	5.948423 	1.495449 	1.713097 	8.662970 	177.000000 
2291726071	49204990907	0.772649	0.921880 	2.968824 	1.050411 	5.717171 	5.783158 	0.000000 	1.171884 	0.402227 	6.076540 	1.493849 	1.634394 	8.629310 	0.000000 
2287791647	52018385474	0.813178	0.910860 	3.039203 	1.062274 	5.426739 	5.714064 	0.000000 	1.129921 	0.440625 	6.059759 	1.521403 	1.751611 	8.150170 	35.000000 
2301026697	54734003757	0.847331	0.893893 	2.922310 	1.026100 	5.051546 	5.414416 	0.000000 	1.055628 	0.422237 	5.791349 	1.486389 	1.679492 	7.734950 	4.000000 
2266048750	57258501438	0.897624	0.853468 	2.962338 	0.975033 	5.026363 	5.289074 	0.000000 	1.075520 	0.391643 	5.898137 	1.463048 	1.572889 	8.129900 	31.000000 
2262974131	60099466658	0.796551	0.917688 	2.942115 	1.088170 	5.778726 	6.078028 	0.000000 	1.184909 	0.415723 	6.112019 	1.455969 	1.645413 	7.988030 	86.000000 
2207514728	62898169625	0.788763	0.910324 	2.820495 	1.058809 	5.916170 	5.769368 	0.000000 	1.139522 	0.410681 	5.740035 	1.502059 	1.672861 	8.868290 	232.000000 
2301827640	65696830253	0.822475	0.896080 	2.995929 	1.051636 	5.327704 	5.539614 	0.000000 	1.094752 	0.402782 	5.888021 	1.518188 	1.754568 	9.352050 	6.000000 
2249376755	68534497718	0.792685	0.894577 	2.866904 	1.042098 	5.244583 	5.432920 	0.000000 	1.086378 	0.432247 	5.833840 	1.643872 	1.668198 	8.136790 	35.000000 
2301096854	71410805001	0.800018	0.925086 	2.892897 	1.075674 	5.493106 	5.782153 	0.000000 	1.130244 	0.438009 	6.052119 	1.454254 	1.748435 	8.381830 	3.000000 
2273846522	74097573707	0.846313	0.885827 	2.989106 	0.999279 	5.021266 	5.218392 	0.000000 	1.018814 	0.397430 	5.647887 	1.593165 	1.676112 	8.996630 	2.000000 
2293529537	76761735614	0.860882	0.922944 	3.048452 	1.083067 	5.516702 	5.636626 	0.000000 	1.140751 	0.450289 	6.074678 	1.519794 	1.639704 	9.920120 	2.000000 
2236478482	79494397680	0.818425	0.886288 	2.905548 	1.045394 	5.632256 	5.619017 	0.000000 	1.135440 	0.415688 	6.123397 	1.460519 	1.637800 	9.045230 	133.000000 
2195642951	82292394269	0.784720	0.887252 	2.879085 	1.023526 	5.067909 	5.381208 	0.000000 	1.040657 	0.413574 	5.524317 	1.449726 	1.625347 	8.757940 	487.000000 
2271049983	84953345928	0.853473	0.851647 	3.015754 	0.985054 	4.798203 	5.233051 	0.000000 	0.999396 	0.408307 	5.652596 	1.537308 	1.568597 	7.956450 	79.000000 
2292372289	87750603234	0.819507	0.910333 	2.929216 	1.094084 	5.870026 	5.844413 	0.000000 	1.182991 	0.429035 	6.077853 	1.529217 	1.601336 	8.193600 	3.000000 
2277480849	90419930574	0.853204	0.888917 	2.895531 	1.025846 	5.510120 	5.441377 	0.000000 	1.080712 	0.413723 	5.676922 	1.575975 	1.559603 	8.722660 	4.000000 
2284655488	93152730454	0.836013	0.911096 	3.097075 	1.054784 	5.242154 	5.485095 	0.000000 	1.053790 	0.437126 	5.781765 	1.528565 	1.708430 	8.765570 	5.000000 
2299730620	96046101440	0.794827	0.879144 	2.958723 	1.044489 	5.743841 	5.757584 	0.000000 	1.194070 	0.398950 	6.133009 	1.518420 	1.622726 	8.078150 	0.000000 
2297559487	98917752154	0.800083	0.935336 	3.017165 	1.053109 	5.373052 	5.628634 	0.000000 	1.097417 	0.442058 	5.996727 	1.532867 	1.761233 	9.253090 	5.000000 
2296290947	101685860817	0.829552	0.885729 	3.036983 	1.053707 	5.521766 	5.568904 	0.000000 	1.100659 	0.435077 	6.024709 	1.527015 	1.839615 	8.723820 	3.000000 
